Supermarket,Category,Subcategory,Product,Specs,Price,img_link,Time
Mercadona,Fruta,Manzana y pera,Manzana granny smith,Pieza 220 g aprox.,"0,37 €",https://prod-mercadona.imgix.net/images/06e8c47d7373ac738378135cc9787b6b.jpg?fit=crop&h=300&w=300,2021-03-27
Mercadona,Fruta,Manzana y pera,Pera rocha,Pieza 150 g aprox.,"0,25 €",https://prod-mercadona.imgix.net/images/7be08c331cdd9aae806a258c5acc46af.jpg?fit=crop&h=300&w=300,2021-03-27
Mercadona,Fruta,Melón y sandía,Medio melón piel de sapo,"1/2 Pieza 1,29 kg aprox.","2,36 €",https://prod-mercadona.imgix.net/images/2d034c1b80642d033f7b5aecd3fb8269.jpg?fit=crop&h=300&w=300,2021-03-27
Mercadona,Fruta,Melón y sandía,Melón piel de sapo,"Pieza 2,58 kg aprox.","4,10 €",https://prod-mercadona.imgix.net/images/bd4459355f58bc265a2c6720b688e3c3.jpg?fit=crop&h=300&w=300,2021-03-27
Mercadona,Fruta,Cítricos,Limones,Malla 1 kg,"1,69 €",https://prod-mercadona.imgix.net/images/00efb11505faa7e3d12bc951e59217e1.jpg?fit=crop&h=300&w=300,2021-03-27
Mercadona,Fruta,Cítricos,Limón,Pieza 210 g aprox.,"0,38 €",https://prod-mercadona.imgix.net/images/c5c512407bc265ae901a3b8efc24ac23.jpg?fit=crop&h=300&w=300,2021-03-27
Mercadona,Fruta,Cítricos,Mandarina,Pieza 90 g aprox.,"0,18 €",https://prod-mercadona.imgix.net/images/f7c744eeadc68f28645c55dac23a136c.jpg?fit=crop&h=300&w=300,2021-03-27
Mercadona,Fruta,Cítricos,Mandarina,Malla 2 kg,"3,58 €",https://prod-mercadona.imgix.net/images/ca3f19b4c44cd788dde3a603a204ba5c.jpg?fit=crop&h=300&w=300,2021-03-27
Mercadona,Fruta,Cítricos,Naranja,Pieza 340 g aprox.,"0,47 €",https://prod-mercadona.imgix.net/images/0e0431fbcd08dac4b7df7dd034760193.jpg?fit=crop&h=300&w=300,2021-03-27
Mercadona,Fruta,Cítricos,Naranjas,Malla 3 kg,"3,57 €",https://prod-mercadona.imgix.net/images/562856bc7e1b94b44a1236c001f09ade.jpg?fit=crop&h=300&w=300,2021-03-27
Mercadona,Fruta,Cítricos,Naranjas,Malla 5 kg,"4,45 €",https://prod-mercadona.imgix.net/images/a96a675f492fe8d0d677a60e5804dd07.jpg?fit=crop&h=300&w=300,2021-03-27
Mercadona,Fruta,Cítricos,Pomelo,Pieza 340 g aprox.,"0,60 €",https://prod-mercadona.imgix.net/images/df502e5ff7cbbc260bfb2a4ae2a2a583.jpg?fit=crop&h=300&w=300,2021-03-27
Mercadona,Fruta,Cítricos,Limas,400 g aprox.,"1,40 €",https://prod-mercadona.imgix.net/images/f723d90ac57dee030d02555d6a3441e6.jpg?fit=crop&h=300&w=300,2021-03-27
Mercadona,Fruta,Fruta tropical,Kiwi verde,Pieza 120 g aprox.,"0,33 €",https://prod-mercadona.imgix.net/images/32214f2eedbb801a0275c14de2fc7ff6.jpg?fit=crop&h=300&w=300,2021-03-27
Mercadona,Fruta,Fruta tropical,Kiwis verdes,1 kg aprox.,"2,59 €",https://prod-mercadona.imgix.net/images/8fa1ee28ca69524539c4bccec2174a98.jpg?fit=crop&h=300&w=300,2021-03-27
Mercadona,Fruta,Fruta tropical,Aguacate,Pieza 230 g aprox.,"1,03 €",https://prod-mercadona.imgix.net/images/5bdb23b103ea75a34562a3bdf877024b.jpg?fit=crop&h=300&w=300,2021-03-27
Mercadona,Fruta,Fruta tropical,Aguacates,550 g aprox.,"2,36 €",https://prod-mercadona.imgix.net/images/9bfdcd21a52b3d924e3ac16ea8baf918.jpg?fit=crop&h=300&w=300,2021-03-27
Mercadona,Fruta,Fruta tropical,Piña,"Pieza 2,1 kg aprox.","2,29 €",https://prod-mercadona.imgix.net/images/c09ba6e9981ee0651de3864276e8ed9f.jpg?fit=crop&h=300&w=300,2021-03-27
Mercadona,Fruta,Fruta tropical,Media piña,"1/2 Pieza 1,06 kg aprox.","1,37 €",https://prod-mercadona.imgix.net/images/54338cf8b271d3aa717ad5e4f65fbe3f.jpg?fit=crop&h=300&w=300,2021-03-27
Mercadona,Fruta,Fruta tropical,Guacamole Hacendado,Tarrina 500 g,"3,29 €",https://prod-mercadona.imgix.net/images/5c3a7d00a6c79339f48bae00593089ed.jpg?fit=crop&h=300&w=300,2021-03-27
Mercadona,Fruta,Fruta tropical,Guacamole Hacendado,Tarrina 200 g,"1,59 €",https://prod-mercadona.imgix.net/images/534186c0a94952f5b363f467580cf747.jpg?fit=crop&h=300&w=300,2021-03-27
Mercadona,Fruta,Fruta tropical,Mango,Pieza 590 g aprox.,"1,39 €",https://prod-mercadona.imgix.net/images/c80c68c2129b94e788b8e03270c8bfdb.jpg?fit=crop&h=300&w=300,2021-03-27
Mercadona,Fruta,Fruta tropical,Piña natural a rodajas,Bote 500 g aprox.,"2,55 €",https://prod-mercadona.imgix.net/images/447329070430fee9d487dd3124975cb8.jpg?fit=crop&h=300&w=300,2021-03-27
Mercadona,Fruta,Fruta tropical,Papaya,"Pieza 1,38 kg aprox.","6,20 €",https://prod-mercadona.imgix.net/images/3ceab3996e1d715362ddee63bf01f39a.jpg?fit=crop&h=300&w=300,2021-03-27
Mercadona,Fruta,Fruta tropical,Media papaya,1/2 Pieza 690 g aprox.,"3,24 €",https://prod-mercadona.imgix.net/images/c16438e867d10b4b34bc50f292fc5bb6.jpg?fit=crop&h=300&w=300,2021-03-27
Mercadona,Fruta,Fruta tropical,Coco troceado,Bandeja 120 g,"1,69 €",https://prod-mercadona.imgix.net/images/5792354cbdafdea5069c83376efd0bb7.jpg?fit=crop&h=300&w=300,2021-03-27
Mercadona,Fruta,Otras frutas,Fresón,Bandeja 500 g aprox.,"1,45 €",https://prod-mercadona.imgix.net/images/24512d28f68d5cdf8c894450350cea9f.jpg?fit=crop&h=300&w=300,2021-03-27
Mercadona,Fruta,Otras frutas,Fresón,Bandeja 1 kg aprox.,"2,39 €",https://prod-mercadona.imgix.net/images/0133c5b35e6f79038021ce47377a808e.jpg?fit=crop&h=300&w=300,2021-03-27
Mercadona,Fruta,Otras frutas,Frambuesas,Bandeja 170 g,"2,09 €",https://prod-mercadona.imgix.net/images/8627323a35a042eab5067161afbf7461.jpg?fit=crop&h=300&w=300,2021-03-27
Mercadona,Fruta,Otras frutas,Moras,Bandeja 125 g,"2,25 €",https://prod-mercadona.imgix.net/images/db3cd3fb258ed66a4773e4a103ed4d6f.jpg?fit=crop&h=300&w=300,2021-03-27
Mercadona,Fruta,Otras frutas,Arándanos,Vaso 225 g,"2,99 €",https://prod-mercadona.imgix.net/images/a367ac3b20f085088d1750cb83edb8f5.jpg?fit=crop&h=300&w=300,2021-03-27
Mercadona,Fruta,Otras frutas,Arándanos,Tarrina 500 g,"5,49 €",https://prod-mercadona.imgix.net/images/e229d0d57c3523527163fe2c8133db69.jpg?fit=crop&h=300&w=300,2021-03-27
Mercadona,Lechuga y ensalada preparada,Lechuga,Lechuga iceberg,Pieza 1 ud.,"0,79 €",https://prod-mercadona.imgix.net/images/e047afab489d1c6a9ffc9e7da122ce3f.jpg?fit=crop&h=300&w=300,2021-03-27
Mercadona,Lechuga y ensalada preparada,Lechuga,Ensalada mezcla 4 estaciones,Paquete 250 g,"0,55 €",https://prod-mercadona.imgix.net/images/521b7ea477692d5b5ae5835f2aea842c.jpg?fit=crop&h=300&w=300,2021-03-27
Mercadona,Lechuga y ensalada preparada,Lechuga,Lechugas corazón romana,Paquete 2 ud.,"1,49 €",https://prod-mercadona.imgix.net/images/6a1e7612eb638a40ef8208ab1d338496.jpg?fit=crop&h=300&w=300,2021-03-27
Mercadona,Lechuga y ensalada preparada,Lechuga,Ensalada mezcla brotes tiernos,Paquete 100 g,"0,99 €",https://prod-mercadona.imgix.net/images/77a9cc89e7a3c57a49e23a71517e4796.jpg?fit=crop&h=300&w=300,2021-03-27
Mercadona,Lechuga y ensalada preparada,Lechuga,Canónigos base para ensalada,Paquete 125 g,"1,19 €",https://prod-mercadona.imgix.net/images/f0e683ae77cdd6372eaafd6420cc0171.jpg?fit=crop&h=300&w=300,2021-03-27
Mercadona,Lechuga y ensalada preparada,Lechuga,Lechuga iceberg base para ensalada,Paquete 250 g,"0,87 €",https://prod-mercadona.imgix.net/images/6f21cad85bae7f1b0f61716629939fea.jpg?fit=crop&h=300&w=300,2021-03-27
Mercadona,Lechuga y ensalada preparada,Lechuga,Ensalada mezcla gourmet,Paquete 175 g,"0,99 €",https://prod-mercadona.imgix.net/images/898858daf3420ea3c25faafc2a5fe30e.jpg?fit=crop&h=300&w=300,2021-03-27
Mercadona,Lechuga y ensalada preparada,Lechuga,Cogollos de lechuga,Paquete 3 ud.,"1,00 €",https://prod-mercadona.imgix.net/images/a39a54106c2164d0077a9a018e413f37.jpg?fit=crop&h=300&w=300,2021-03-27
Mercadona,Lechuga y ensalada preparada,Lechuga,Lechuga corazón romana,Paquete 1 ud.,"1,00 €",https://prod-mercadona.imgix.net/images/da626d17a31444fb4bb960e9acea7100.jpg?fit=crop&h=300&w=300,2021-03-27
Mercadona,Lechuga y ensalada preparada,Lechuga,Endibias,Bandeja 500 g,"1,42 €",https://prod-mercadona.imgix.net/images/03c3aa30e6012e7dc76cffa55e2f298d.jpg?fit=crop&h=300&w=300,2021-03-27
Mercadona,Lechuga y ensalada preparada,Lechuga,Ensalada mezcla brotes tiernos maxi,Paquete 175 g,"1,70 €",https://prod-mercadona.imgix.net/images/11ebbe4d020f773396a255d3ba44b2e0.jpg?fit=crop&h=300&w=300,2021-03-27
Mercadona,Lechuga y ensalada preparada,Lechuga,Ensalada mezcla gourmet maxi,Paquete 300 g,"1,65 €",https://prod-mercadona.imgix.net/images/3bf9a5fc84f3f9eef983fc888c66e1ee.jpg?fit=crop&h=300&w=300,2021-03-27
Mercadona,Lechuga y ensalada preparada,Lechuga,Ensalada mezcla tierna,Paquete 150 g,"1,15 €",https://prod-mercadona.imgix.net/images/2a015ff6ee9a146c2d74715dbcd14685.jpg?fit=crop&h=300&w=300,2021-03-27
Mercadona,Lechuga y ensalada preparada,Lechuga,Rúcula base para ensalada,Paquete 50 g,"1,00 €",https://prod-mercadona.imgix.net/images/83a2c7a099eeace37c9fd9081cfc8e76.jpg?fit=crop&h=300&w=300,2021-03-27
Mercadona,Lechuga y ensalada preparada,Lechuga,Cogollos corazón de lechuga,Paquete 6 ud.,"1,85 €",https://prod-mercadona.imgix.net/images/48c3a303a04d609dfef8ee01df5c0bcc.jpg?fit=crop&h=300&w=300,2021-03-27
Mercadona,Lechuga y ensalada preparada,Lechuga,Ensalada mezcla primavera,Paquete 200 g,"1,00 €",https://prod-mercadona.imgix.net/images/7e6e071e4af2883c051bc05e0fcb7a91.jpg?fit=crop&h=300&w=300,2021-03-27
Mercadona,Lechuga y ensalada preparada,Lechuga,Ensalada mezcla dúo canónigos y rúcula,Paquete 100 g,"1,35 €",https://prod-mercadona.imgix.net/images/e19c6f11f297a4d73bfbf4c34e353a98.jpg?fit=crop&h=300&w=300,2021-03-27
Mercadona,Lechuga y ensalada preparada,Lechuga,Ensalada mezcla fresca,Paquete 200 g,"0,90 €",https://prod-mercadona.imgix.net/images/d5357fe25afefe45922330766acf9770.jpg?fit=crop&h=300&w=300,2021-03-27
Mercadona,Lechuga y ensalada preparada,Lechuga,Lechuga hoja roble,Paquete 1 ud.,"1,20 €",https://prod-mercadona.imgix.net/images/e6c61271d21736c09049e28c7a5d0c1b.jpg?fit=crop&h=300&w=300,2021-03-27
Mercadona,Lechuga y ensalada preparada,Lechuga,Escarola rizada base para ensalada,Paquete 150 g,"1,15 €",https://prod-mercadona.imgix.net/images/1d36f182ba3c84584ce170e6a85b7363.jpg?fit=crop&h=300&w=300,2021-03-27
Mercadona,Lechuga y ensalada preparada,Lechuga,Escarola rizada,Paquete 1 ud.,"1,45 €",https://prod-mercadona.imgix.net/images/af3dbcd6390974d2c31c2f4870ddb1ac.jpg?fit=crop&h=300&w=300,2021-03-27
Mercadona,Lechuga y ensalada preparada,Lechuga,Espinaca baby base para ensalada,Paquete 100 g,"0,99 €",https://prod-mercadona.imgix.net/images/035d190b46ffb4c1d984c4d529aed916.jpg?fit=crop&h=300&w=300,2021-03-27
Mercadona,Lechuga y ensalada preparada,Lechuga,Lechuga romana cortada,Paquete 200 g,"1,10 €",https://prod-mercadona.imgix.net/images/b1e02a5f619691fa72fdf861f4564095.jpg?fit=crop&h=300&w=300,2021-03-27
Mercadona,Lechuga y ensalada preparada,Ensalada preparada,Ensalada César,Bol 210 g,"1,99 €",https://prod-mercadona.imgix.net/images/338b32f79700fdb8bfe1bf6cc02e76b5.jpg?fit=crop&h=300&w=300,2021-03-27
Mercadona,Lechuga y ensalada preparada,Ensalada preparada,Ensalada California,Bol 192 g,"2,19 €",https://prod-mercadona.imgix.net/images/358ab9f02aaf71252ac772e0cd79c2da.jpg?fit=crop&h=300&w=300,2021-03-27
Mercadona,Lechuga y ensalada preparada,Ensalada preparada,Wraps Texas,Bol 300 g,"2,60 €",https://prod-mercadona.imgix.net/images/4cb45230f6e786913704d6b6e153f613.jpg?fit=crop&h=300&w=300,2021-03-27
Mercadona,Lechuga y ensalada preparada,Ensalada preparada,Ensalada ensalight,Bol 230 g,"2,40 €",https://prod-mercadona.imgix.net/images/71e72951ebdfddb801a89ebb1d0d9e4b.jpg?fit=crop&h=300&w=300,2021-03-27
Mercadona,Lechuga y ensalada preparada,Ensalada preparada,Ensalada de la casa,Bol 400 g,"1,79 €",https://prod-mercadona.imgix.net/images/7722adf3467e6e3a913fb64289673952.jpg?fit=crop&h=300&w=300,2021-03-27
Mercadona,Lechuga y ensalada preparada,Ensalada preparada,Ensalada mil islas,Bol 330 g,"2,35 €",https://prod-mercadona.imgix.net/images/063d3b33d653b356b12e50e73cf01e58.jpg?fit=crop&h=300&w=300,2021-03-27
Mercadona,Lechuga y ensalada preparada,Ensalada preparada,Ensalada ensatún,Bol 250 g,"2,40 €",https://prod-mercadona.imgix.net/images/e19422b269ed1d2727aa1dee87bec6f2.jpg?fit=crop&h=300&w=300,2021-03-27
Mercadona,Lechuga y ensalada preparada,Ensalada preparada,Ensalada jamón,Bol 215 g,"2,40 €",https://prod-mercadona.imgix.net/images/5ee5a3bfd44fa0a19890bf2fc39bf680.jpg?fit=crop&h=300&w=300,2021-03-27
Mercadona,Lechuga y ensalada preparada,Ensalada preparada,Ensalada de pasta,Bol 250 g,"2,40 €",https://prod-mercadona.imgix.net/images/91d1755919d1069ac8b5b8be39fbd874.jpg?fit=crop&h=300&w=300,2021-03-27
Mercadona,Lechuga y ensalada preparada,Ensalada preparada,Ensalada queso de cabra,Bol 135 g,"2,60 €",https://prod-mercadona.imgix.net/images/b6b0c670fc33247647ba28bfc8b9bacf.jpg?fit=crop&h=300&w=300,2021-03-27
Mercadona,Verdura,Patata,Patata,Pieza 290 g aprox.,"0,46 €",https://prod-mercadona.imgix.net/images/df649ff24352a75b9e4e741de8533ba2.jpg?fit=crop&h=300&w=300,2021-03-27
Mercadona,Verdura,Patata,Patatas,Malla 3 kg,"4,49 €",https://prod-mercadona.imgix.net/images/8c1f561de16baf8af29737673db45df0.jpg?fit=crop&h=300&w=300,2021-03-27
Mercadona,Verdura,Patata,Patata roja,Malla 2 kg,"2,39 €",https://prod-mercadona.imgix.net/images/59f268d6481209dbe20f25fe766bfee6.jpg?fit=crop&h=300&w=300,2021-03-27
Mercadona,Verdura,Patata,Patatas,Malla 5 kg,"4,79 €",https://prod-mercadona.imgix.net/images/335d2b759eb408025e5841cf9f900ea3.jpg?fit=crop&h=300&w=300,2021-03-27
Mercadona,Verdura,Patata,Patatas guarnición,Malla 1 kg,"1,80 €",https://prod-mercadona.imgix.net/images/48861a53d9ce9215cf1cbb9f018ec27f.jpg?fit=crop&h=300&w=300,2021-03-27
Mercadona,Verdura,Patata,Batata,Pieza 630 g aprox.,"1,64 €",https://prod-mercadona.imgix.net/images/d2f081ceb21aa87495fd96ca88f0b3e7.jpg?fit=crop&h=300&w=300,2021-03-27
Mercadona,Verdura,Cebolla y ajo,Cebollas tiernas,Manojo 3 ud.,"1,15 €",https://prod-mercadona.imgix.net/images/a053b296ace75e9d7b2d059c6a87f265.jpg?fit=crop&h=300&w=300,2021-03-27
Mercadona,Verdura,Cebolla y ajo,Cebollas nuevas,Malla 2 kg,"2,55 €",https://prod-mercadona.imgix.net/images/418bc4c23532b9910ae2c9229e359bbb.jpg?fit=crop&h=300&w=300,2021-03-27
Mercadona,Verdura,Cebolla y ajo,Cebollas,Malla 1 kg,"1,60 €",https://prod-mercadona.imgix.net/images/d2eb7c10d930644d4d197b283ca88baf.jpg?fit=crop&h=300&w=300,2021-03-27
Mercadona,Verdura,Cebolla y ajo,Ajos morados,Malla 250 g,"1,45 €",https://prod-mercadona.imgix.net/images/e91c710ac738d305f802ab8ff8048548.jpg?fit=crop&h=300&w=300,2021-03-27
Mercadona,Verdura,Cebolla y ajo,Cebollas dulces,Malla 1 kg,"1,99 €",https://prod-mercadona.imgix.net/images/f78f38b6e96d456780224762a07f1676.jpg?fit=crop&h=300&w=300,2021-03-27
Mercadona,Verdura,Cebolla y ajo,Ajo tierno,Manojo 200 g,"1,69 €",https://prod-mercadona.imgix.net/images/6838dd8638f7a262ec34bfa9a8915bc1.jpg?fit=crop&h=300&w=300,2021-03-27
Mercadona,Verdura,Cebolla y ajo,Ajos morados,Malla 400 g,"1,99 €",https://prod-mercadona.imgix.net/images/8e95a7d74f5704d79328f596f6fdb812.jpg?fit=crop&h=300&w=300,2021-03-27
Mercadona,Verdura,Cebolla y ajo,Cebollas rojas,Malla 500 g,"1,15 €",https://prod-mercadona.imgix.net/images/5e93237e3ca6cf2b5d035366ebc5799e.jpg?fit=crop&h=300&w=300,2021-03-27
Mercadona,Verdura,Cebolla y ajo,Yuca,Pieza 730 g aprox.,"1,64 €",https://prod-mercadona.imgix.net/images/3c82a0206ba8e480e6b24eba31eae9d8.jpg?fit=crop&h=300&w=300,2021-03-27
Mercadona,Verdura,Cebolla y ajo,Ajo negro dientes pelados,Tarrina 85 g,"3,99 €",https://prod-mercadona.imgix.net/images/9a8d3df3dd09d25597976aa12c6ca3f2.jpg?fit=crop&h=300&w=300,2021-03-27
Mercadona,Verdura,Cebolla y ajo,Chalotas,Malla 250 g,"1,25 €",https://prod-mercadona.imgix.net/images/6812964c7010c8400d4b2d1202326c98.jpg?fit=crop&h=300&w=300,2021-03-27
Mercadona,Verdura,Cebolla y ajo,Picada de ajo y Perejil,Bandeja 100 g,"1,39 €",https://prod-mercadona.imgix.net/images/84b6f57ffc9cc7f3c8ecd2cb68b30ad0.jpg?fit=crop&h=300&w=300,2021-03-27
Mercadona,Verdura,Tomate,Tomate ensalada,Pieza 180 g aprox.,"0,30 €",https://prod-mercadona.imgix.net/images/e02d45036f6de1537ac71793bed32d46.jpg?fit=crop&h=300&w=300,2021-03-27
Mercadona,Verdura,Tomate,Tomate canario,Pieza 160 g aprox.,"0,22 €",https://prod-mercadona.imgix.net/images/a80465f28148c351b28802d12d5e5a38.jpg?fit=crop&h=300&w=300,2021-03-27
Mercadona,Verdura,Tomate,Tomate pera,Pieza 130 g aprox.,"0,19 €",https://prod-mercadona.imgix.net/images/81e5188f5a00f6210c4becaaeb2fbad8.jpg?fit=crop&h=300&w=300,2021-03-27
Mercadona,Verdura,Tomate,Tomates cherry pera kumato,Bandeja 300 g,"1,39 €",https://prod-mercadona.imgix.net/images/e32742ccdb83ff850cb8acbe09145369.jpg?fit=crop&h=300&w=300,2021-03-27
Mercadona,Verdura,Tomate,Tomates cherry,Bandeja 500 g,"1,49 €",https://prod-mercadona.imgix.net/images/74c216426a65c3aadc5fa4fe801cfbb7.jpg?fit=crop&h=300&w=300,2021-03-27
Mercadona,Verdura,Tomate,Tomates cherry en rama Dulcita,Bandeja 200 g,"1,99 €",https://prod-mercadona.imgix.net/images/2ab1d29071350f27f27b9b3b08129da4.jpg?fit=crop&h=300&w=300,2021-03-27
Mercadona,Verdura,Tomate,Tomates kumato,1 kg aprox.,"1,99 €",https://prod-mercadona.imgix.net/images/9dcdcd3905a23003d0033161674abf16.jpg?fit=crop&h=300&w=300,2021-03-27
Mercadona,Verdura,Tomate,Tomates,Malla 2 kg,"2,60 €",https://prod-mercadona.imgix.net/images/e5bdc00a3b5db383a0a2ec5ed60b17d1.jpg?fit=crop&h=300&w=300,2021-03-27
Mercadona,Verdura,Tomate,Tomate kumato negro,Pieza 130 g aprox.,"0,31 €",https://prod-mercadona.imgix.net/images/4ddfc8d54e0b86c8a7c98dae1398edc1.jpg?fit=crop&h=300&w=300,2021-03-27
Mercadona,Verdura,Tomate,Tomate rallado Bonnysa,Tarrina 290 g,"1,29 €",https://prod-mercadona.imgix.net/images/76d3cfe96f9f46b275508eae8b99bbba.jpg?fit=crop&h=300&w=300,2021-03-27
Mercadona,Verdura,Tomate,Tomate seco Bonnysa,Paquete 80 g,"1,79 €",https://prod-mercadona.imgix.net/images/732ff5779af45a56202fca4d0b507565.jpg?fit=crop&h=300&w=300,2021-03-27
Mercadona,Verdura,Tomate,Rama de Tomates,770 g aprox.,"1,38 €",https://prod-mercadona.imgix.net/images/b865049658bc89eaf2131c967ee4d57e.jpg?fit=crop&h=300&w=300,2021-03-27
Mercadona,Verdura,Tomate,Tomate rosa,Pieza 450 g aprox.,"1,57 €",https://prod-mercadona.imgix.net/images/16059afe6d120af69436af7868b13de6.jpg?fit=crop&h=300&w=300,2021-03-27
Mercadona,Verdura,Tomate,Tomates Anhel,400 g,"2,49 €",https://prod-mercadona.imgix.net/images/2fd86d7c784d7ee3b6701b80d55ba1c9.jpg?fit=crop&h=300&w=300,2021-03-27
Mercadona,Verdura,Tomate,Tomate ensalada,1 kg aprox.,"1,65 €",https://prod-mercadona.imgix.net/images/b906a726c8557d2db210cdb1132987b8.jpg?fit=crop&h=300&w=300,2021-03-27
Mercadona,Verdura,Pepino y zanahoria,Zanahorias,Paquete 1 kg,"0,69 €",https://prod-mercadona.imgix.net/images/8866399bb83970699756e1e2a5a39a10.jpg?fit=crop&h=300&w=300,2021-03-27
Mercadona,Verdura,Pepino y zanahoria,Pepino,Pieza 190 g aprox.,"0,23 €",https://prod-mercadona.imgix.net/images/a1e854648225054f10d2bac80ca7ca98.jpg?fit=crop&h=300&w=300,2021-03-27
Mercadona,Verdura,Pepino y zanahoria,Pepino holandés,Pieza 425 g aprox.,"0,85 €",https://prod-mercadona.imgix.net/images/e691b00f83a443e975b76a9a7b591fd6.jpg?fit=crop&h=300&w=300,2021-03-27
Mercadona,Verdura,Pepino y zanahoria,Zanahorias,Paquete 500 g,"0,53 €",https://prod-mercadona.imgix.net/images/e91656a48a7b32b19a671d53f607dee6.jpg?fit=crop&h=300&w=300,2021-03-27
Mercadona,Verdura,Pepino y zanahoria,Pepinos,"Malla 1,25 kg","1,49 €",https://prod-mercadona.imgix.net/images/7f63f9390c5783407ddc007fc831437b.jpg?fit=crop&h=300&w=300,2021-03-27
Mercadona,Verdura,Pepino y zanahoria,Palitos de zanahoria,Tarrina 180 g,"1,49 €",https://prod-mercadona.imgix.net/images/b870c083e71dc2a451f9ae4070af18a5.jpg?fit=crop&h=300&w=300,2021-03-27
Mercadona,Verdura,Pepino y zanahoria,Zanahoria rallada base para ensalada,Paquete 150 g,"0,75 €",https://prod-mercadona.imgix.net/images/55981cabbe3dfaa2216e5038375cb91d.jpg?fit=crop&h=300&w=300,2021-03-27
Mercadona,Verdura,Calabacín y pimiento,Pimiento rojo,Pieza 380 g aprox.,"0,72 €",https://prod-mercadona.imgix.net/images/607abb73219fc21a8aac8c74550ea369.jpg?fit=crop&h=300&w=300,2021-03-27
Mercadona,Verdura,Calabacín y pimiento,Calabacín verde,Pieza 420 g aprox.,"0,42 €",https://prod-mercadona.imgix.net/images/ebbfb6a904fe02ba5a88b02f2be911fd.jpg?fit=crop&h=300&w=300,2021-03-27
Mercadona,Verdura,Calabacín y pimiento,Pimiento verde freír,Pieza 120 g aprox.,"0,21 €",https://prod-mercadona.imgix.net/images/ace6cddb107859b9d019cdd773ffda00.jpg?fit=crop&h=300&w=300,2021-03-27
Mercadona,Verdura,Calabacín y pimiento,Calabacín blanco,Pieza 370 g aprox.,"0,66 €",https://prod-mercadona.imgix.net/images/50a267029cedf70b9f9a52c389deb4bc.jpg?fit=crop&h=300&w=300,2021-03-27
Mercadona,Verdura,Calabacín y pimiento,Pimiento verde,Pieza 310 g aprox.,"0,71 €",https://prod-mercadona.imgix.net/images/47e87bc50f5a180656c12f1792a223de.jpg?fit=crop&h=300&w=300,2021-03-27
